RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP012150,Mycobacterium goodii strain X7B,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(1396674.0, 1397225.0)","(1394655.0, 1395167.0)",,,7105933,False,0.6757185861448455,"(560.202151298523, 2.437464475631714, 622.7023270130157)",1473187,89127.0,4450917.0,,,,,,,,0.7975126586421538,0.374037736715074,0.0239159127864175,,,,,,,,0.6428571428571429,0.2857142857142857,0.0714285714285714,,,,,,,,0.9996808330693188,0.5863989244309364,0.0003191669306813,,,,,,,,0.75,0.25,0.0,,,,,,,,True,False,False,,,,,,,
NC_022124,Prevotella sp. oral taxon 299 str. F0039,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella","(709311.0, 709509.0)",,,,709850,True,0.3795125730788194,"(51.81300687789917, 0.20486855506896973, 55.92281126976013)",7771,73019.0,577961.0,150059.0,539054.0,322723.0,,,,,0.4547908232118758,0.3857347977434447,0.2794662256269438,0.2515669847032621,0.2382885223578742,0.1983805668016194,,,,,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.3846153846153846,,,,,1.0,0.7928319235947066,0.6035808631156494,0.5482232213162641,0.4800477533084406,0.0,,,,,0.0526315789473684,0.1578947368421052,0.1578947368421052,0.2105263157894736,0.2105263157894736,0.2105263157894736,,,,,False,False,False,False,False,False,,,,
NZ_AP014924,"Limnochorda pilosa DNA, complete genome, strain: HC45.","Bacteria, Firmicutes, Limnochordia, Limnochordales, Limnochordaceae, Limnochorda","(3816730.0, 200.0)",,,,3817036,True,0.6973104262050449,"(166.237619638443, 0.7392287254333496, 184.457204580307)",3817029,1050166.0,,,,,,,,,0.8330838823163553,0.1669161176836446,,,,,,,,,0.5,0.5,,,,,,,,,0.9992516469490662,0.0007483530509337,,,,,,,,,1.0,0.0,,,,,,,,,True,False,,,,,,,,
NC_020163,Escherichia coli APEC O78,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4690594.0, 4690971.0)",,,,4798435,False,0.5068012800006669,"(219.10234451293945, 1.0407989025115967, 242.0117256641388)",4692443,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_015578,Treponema primitia ZAS-2 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(4059828.0, 300.0)",,,,4059867,True,0.508375274362436,"(207.06119203567505, 0.7726378440856934, 224.47812366485596)",4056587,1079123.0,,,,,,,,,0.688874558495085,0.3111254415049149,,,,,,,,,0.6923076923076923,0.3076923076923077,,,,,,,,,0.9993159831775632,0.0006840168224369,,,,,,,,,0.375,0.625,,,,,,,,,True,False,,,,,,,,
NZ_CP007782,"Burkholderia cenocepacia strain DDS 22E-1 chromosome 3, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(546410.0, 548939.0)",,,,1166794,False,0.6672968835972759,"(84.50881004333496, 0.37885189056396484, 92.42817449569702)",549499,2.0,,,,,,,,,0.5833333333333334,0.0833333333333333,,,,,,,,,0.75,0.25,,,,,,,,,0.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,True,False,,,,,,,,
NC_022234,Variovorax paradoxus B4 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Variovorax","(1157830.0, 1158357.0)",,,,1353255,False,0.6692663245286365,"(54.70601725578308, 0.3131978511810303, 60.134483098983765)",1060955,25.0,744350.0,1198738.0,194269.0,,,,,,0.3655913978494623,0.0967741935483871,0.075268817204301,0.075268817204301,0.053763440860215,,,,,,0.0967741935483871,0.2903225806451613,0.2258064516129032,0.2258064516129032,0.1612903225806451,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,False,False,,,,,
NC_017906,Escherichia coli Xuzhou21 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4646060.0, 4646437.0)",,,,5386223,False,0.5051239059355693,"(458.7375762462616, 1.8719444274902344, 499.60093092918396)",4647912,5016.0,,,,,,,,,0.7552744134740476,0.2447255865259524,,,,,,,,,0.6,0.4,,,,,,,,,0.9991565737554762,0.0008434262445238,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,True,False,,,,,,,,
NC_017646,Escherichia coli O7:K1 str. CE10 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4470598.0, 4470975.0)",,,,5313531,False,0.5055798112403974,"(344.79992628097534, 2.219193696975708, 395.6290810108185)",4471933,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_019757,Cylindrospermum stagnale PCC 7417,"Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Cylindrospermum","(1440.0, 1869.0)",,,,7003560,True,0.4230242905036867,"(558.7746620178223, 2.241636276245117, 606.5664138793945)",6878533,665568.0,5854097.0,4455036.0,5052984.0,2490587.0,3634595.0,,,,0.4332453181466569,0.3854654575824313,0.3280342028864051,0.2139781673040321,0.2013142505727662,0.1980332662487126,0.066754681853343,,,,0.1333333333333333,0.1666666666666666,0.1666666666666666,0.2,0.2,0.0333333333333333,0.1,,,,0.9997359544399708,0.8341741505250717,0.6841026086592155,0.2530456130232077,0.4372760850516322,0.2718775765239156,0.0002640455600292,,,,0.1666666666666666,0.1555555555555555,0.1555555555555555,0.1,0.1,0.1888888888888888,0.1333333333333333,,,,False,False,False,False,False,False,False,,,
NC_016147,Pseudoxanthomonas spadix BD-a59 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas","(1336.0, 1630.0)",,,,3452554,False,0.6765272896528194,"(263.2143089771271, 1.188725471496582, 287.7740252017975)",82207,434066.0,1372842.0,,,,,,,,0.6076478553382396,0.5953107999943975,0.0394109681911721,,,,,,,,0.8235294117647058,0.0588235294117647,0.1176470588235294,,,,,,,,0.999414154250013,0.7271088705714279,0.0005858457499869,,,,,,,,0.0,0.0,1.0,,,,,,,,True,False,False,,,,,,,
NC_020935,Chlamydia trachomatis L2b/Canada1 high quality draft genome sequence,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716637.0, 716933.0)",,,,1038541,False,0.4132884498541704,"(82.07258820533752, 0.40866875648498535, 89.78857040405273)",4,716658.0,,,,,,,,,0.4740729211363612,0.4158330969527524,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6689720101623304,0.0007460441050106,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,,False,True,,,,,,,,
NC_015565,Desulfotomaculum carboxydivorans CO-1-SRB chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum","(2891685.0, 44.0)","(1374.0, 1612.0)",,,2892255,False,0.4662579890085763,"(221.23976397514343, 1.2919440269470215, 245.51853370666504)",2877880,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP008739,"Pseudomonas aeruginosa VRFPA04, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(1.0, 482.0)",,,,6818030,False,0.6648395504273229,"(551.3032522201538, 2.2938480377197266, 608.9048471450806)",194920,3247836.0,,,,,,,,,0.9761217724215916,0.0238782275784084,,,,,,,,,0.9285714285714286,0.0714285714285714,,,,,,,,,0.999793888693346,0.000206111306654,,,,,,,,,1.0,0.0,,,,,,,,,True,False,,,,,,,,
NZ_CP023539,"Staphylococcus lugdunensis strain FDAARGOS_377 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2000182.0, 2000467.0)","(1998164.0, 1998813.0)",,,2571633,True,0.3379965181656947,"(174.51280784606934, 1.046177864074707, 194.93684649467468)",2009819,1421.0,,,,,,,,,0.7245464238307798,0.2754535761692202,,,,,,,,,0.5,0.5,,,,,,,,,0.9986392714923392,0.0013607285076606,,,,,,,,,0.675,0.325,,,,,,,,,True,False,,,,,,,,
NC_018498,Mycoplasma genitalium M2288 chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(578064.0, 578705.0)",,,,579558,True,0.3167482805862399,"(23.839467525482178, 0.2156682014465332, 25.90190863609314)",577781,364536.0,480005.0,288770.0,,,,,,,0.5082671198507399,0.4385834705489871,0.2975973367273163,0.0594728252466735,,,,,,,0.5294117647058824,0.0588235294117647,0.2352941176470588,0.1764705882352941,,,,,,,0.9953895948463372,0.2569268822351966,0.6574978925348902,0.0019478875047266,,,,,,,0.0,0.0,0.0,1.0,,,,,,,False,False,False,False,,,,,,
NZ_CP025223,"Enterococcus sp. CR-Ec1 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(3818633.0, 3819143.0)","(1339.0, 1497.0)",,,3819143,False,0.4239566311080784,"(266.4366180896759, 1.6340904235839844, 297.36224341392517)",3786040,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_015846,Capnocytophaga canimorsus Cc5 chromosome,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Capnocytophaga","(2531769.0, 2532693.0)",,,,2571406,False,0.361094280716464,"(182.49412512779236, 0.8662583827972412, 199.07443642616272)",1331791,282357.0,2438032.0,,,,,,,,0.4702560607566087,0.4108300654766663,0.3723365318359838,,,,,,,,0.0833333333333333,0.25,0.6666666666666666,,,,,,,,0.938545960047604,0.7602679742077767,0.0614540399523959,,,,,,,,0.2222222222222222,0.3888888888888889,0.3888888888888889,,,,,,,,False,False,True,,,,,,,
NC_019949,Mycoplasma cynos C142 complete genome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(997788.0, 356.0)",,,,998123,True,0.2570043972536451,"(82.18952751159668, 0.4328880310058594, 89.38529825210571)",8567,137151.0,906630.0,252715.0,656921.0,534164.0,431847.0,792445.0,,,0.1495726495726495,0.1153846153846153,0.1025641025641025,0.094017094017094,0.0897435897435897,0.047008547008547,0.0341880341880341,0.0341880341880341,,,0.2564102564102564,0.2307692307692307,0.0769230769230769,0.1282051282051282,0.1538461538461538,0.1025641025641025,0.0256410256410256,0.0256410256410256,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1923076923076923,0.1153846153846153,0.1153846153846153,0.2307692307692307,0.1538461538461538,0.0384615384615384,0.0769230769230769,0.0769230769230769,,,False,False,False,False,False,False,False,False,,
NC_020931,Chlamydia trachomatis L2b/UCH-2 complete genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716890.0, 717186.0)",,,,1038864,False,0.413282200557532,"(88.06470108032227, 0.39708852767944336, 95.73870754241943)",4,716910.0,,,,,,,,,0.4741065510941349,0.4158985641539545,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6690729000356517,0.0009424457086169,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,,False,True,,,,,,,,
NC_014098,Bacillus tusciae DSM 2912 chromosome,"Bacteria, Firmicutes, Bacillales, Alicyclobacillaceae","(3384668.0, 368.0)",,,,3384766,False,0.5911413078481644,"(192.06022906303406, 1.3943676948547363, 220.58566117286682)",3038,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP022488,"Enterococcus faecalis ARO1/DG chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(2717159.0, 2717680.0)","(1345.0, 1545.0)",,,2717680,False,0.3774679138088369,"(192.68616604804993, 0.9612026214599609, 211.23768138885498)",2712625,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_004552,Chlamydophila abortus S26/3,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydophila","(1144232.0, 147.0)",,,,1144377,False,0.3986640766111168,"(105.19051933288574, 0.5752015113830566, 114.46008801460266)",1144242,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_020943,Chlamydia trachomatis D/SotonD5 complete genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720202.0, 720498.0)",,,,1042140,False,0.4129972940295929,"(95.23128843307495, 0.4699742794036865, 103.76326107978821)",4,720223.0,,,,,,,,,0.5038583412672112,0.3841979444305429,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,0.6630901753167853,0.0010786817764772,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,False,True,,,,,,,,
NC_017559,Ralstonia solanacearum CMR15 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(3595878.0, 427.0)",,,,3596030,False,0.6681028801205774,"(160.79862117767334, 0.757504940032959, 177.3785378932953)",13626,1245411.0,,,,,,,,,0.9664472206705156,0.0335527793294843,,,,,,,,,0.9,0.1,,,,,,,,,0.9993416620115468,0.0006583379884531,,,,,,,,,1.0,0.0,,,,,,,,,True,False,,,,,,,,
NC_020891,Clavibacter michiganensis subsp. nebraskensis NCPPB 2581 complete genome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Microbacteriaceae, Clavibacter","(1435.0, 1974.0)",,,,3063596,True,0.7300407756114057,"(122.37407851219177, 0.6396963596343994, 136.44729781150818)",2986294,2607882.0,574302.0,2337613.0,848679.0,2052328.0,1110202.0,1734091.0,1411240.0,,0.3747707325676075,0.2920136858237466,0.263165263741528,0.1827377669091208,0.1469093254541526,0.1232769429436608,0.111249837175631,0.0734301407963983,0.0538006960038209,,0.125,0.1607142857142857,0.1607142857142857,0.1607142857142857,0.1607142857142857,0.0357142857142857,0.0178571428571428,0.0714285714285714,0.1071428571428571,,0.9993121977028228,0.715326771756954,0.6287815055102983,0.5124990150130768,0.4228708335053152,0.2984022574024112,0.226606654384036,0.0595761366749092,0.0006878022971771,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,
NC_022657,Actinoplanes friuliensis DSM 7358,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micromonosporineae, Micromonosporaceae, Actinoplanes","(1882.0, 4899.0)",,,,9376071,True,0.7035507730263562,"(631.9980108737946, 3.6728322505950928, 720.1882388591766)",9357045,992417.0,8533131.0,7535471.0,2777665.0,6498539.0,5740574.0,,,,0.6184216320749343,0.3706749891141016,0.3470869275629027,0.2076275870152428,0.1411698216869399,0.087527136810066,0.044067925151465,,,,0.2368421052631578,0.2368421052631578,0.0789473684210526,0.0789473684210526,0.1842105263157894,0.0526315789473684,0.131578947368421,,,,0.999375171914026,0.7323257192220041,0.7718372237914651,0.4963163450056282,0.2392989387450304,0.2099498314828296,0.0006248280859741,,,,0.6190476190476191,0.1428571428571428,0.1904761904761904,0.0476190476190476,0.0,0.0,0.0,,,,True,False,False,False,False,False,False,,,
NC_014211,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111 chromosome 2,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptosporangineae, Nocardiopsaceae, Nocardiopsis","(459388.0, 459598.0)",,,,775354,True,0.7198969760909211,"(49.19403409957886, 0.2863292694091797, 54.21618700027466)",503464,389866.0,285495.0,139205.0,690304.0,211249.0,763247.0,,,,0.5176151761517614,0.4881542426200984,0.2342556422003741,0.1273712737127371,0.1230902936859294,0.1117280554140484,0.0915732076768111,,,,0.2195121951219512,0.2195121951219512,0.2195121951219512,0.1707317073170731,0.048780487804878,0.048780487804878,0.073170731707317,,,,1.0,0.9116171994050108,0.5320352192840492,0.0,0.3204903932529104,0.2620134345348283,0.0552074279084822,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,,,False,False,False,False,False,False,False,,,
NC_018612,Mycobacterium indicus pranii MTCC 9506 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC)","(5588156.0, 5589007.0)",,,,5589007,False,0.6802807725952034,"(384.407187461853, 1.9310698509216309, 432.2696328163147)",31864,1518208.0,1025924.0,2073975.0,2757037.0,,,,,,0.6443282026835835,0.3134444151962922,0.2942517427751607,0.1153536821895778,0.0794813211259403,,,,,,0.3333333333333333,0.2857142857142857,0.0476190476190476,0.0952380952380952,0.238095238095238,,,,,,0.999651274717417,0.4546189598745909,0.6351361807064345,0.2508229513306381,0.000348725282583,,,,,,0.6,0.2,0.2,0.0,0.0,,,,,,True,False,False,False,False,,,,,
NC_014012,Shewanella violacea DSS12,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(29759.0, 30204.0)",,,,4962103,False,0.4471632289777136,"(378.38108944892883, 1.611328125, 414.7028033733368)",4961330,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_008369,Francisella tularensis subsp. holarctica OSU18,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1895243.0, 1895727.0)",,,,1895727,False,0.3215811137363133,"(127.59394359588623, 0.8039617538452148, 139.36330795288086)",100388,270653.0,,,,,,,,,0.8255518805023149,0.174448119497685,,,,,,,,,0.9090909090909092,0.0909090909090909,,,,,,,,,0.9961361609874644,0.0038638390125356,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,,True,False,,,,,,,,
NC_013715,Rothia mucilaginosa DY-18,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Micrococcaceae, Rothia","(2264035.0, 2264603.0)",,,,2264603,True,0.59622282581097,"(149.32710361480713, 0.8983249664306641, 169.48128843307495)",2252751,2013879.0,150055.0,379429.0,1708822.0,615350.0,839235.0,1424737.0,1310369.0,1074766.0,0.5079860911524073,0.335336347701491,0.3169933170744031,0.2532793161628727,0.2407071423119477,0.1958422084593732,0.1588523254411963,0.100284377592902,0.0834085287543763,0.0658234326571163,0.175,0.05,0.075,0.15,0.125,0.125,0.225,0.025,0.025,0.025,0.9989582734572224,0.7738661859616158,0.8724085226517806,0.6562665199171895,0.4864071412215575,0.4339551968066911,0.2229855477521605,0.218710275635849,0.1109398719774146,0.0010417265427776,0.4,0.0571428571428571,0.0571428571428571,0.0857142857142857,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.1142857142857142,0.1714285714285714,False,False,False,False,False,False,False,False,False,False
NC_014246,Mobiluncus curtisii ATCC 43063 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Actinomycineae, Actinomycetaceae, Mobiluncus/Falcivibrio group, Mobiluncus","(809788.0, 810161.0)",,,,2146480,True,0.5541328127911744,"(152.48723816871643, 0.8153233528137207, 168.62164783477783)",806108,2141766.0,1713681.0,,,,,,,,0.735297524466148,0.2354455605199351,0.0623632942473021,,,,,,,,0.4736842105263157,0.4736842105263157,0.0526315789473684,,,,,,,,0.9988750295387954,0.0993191377001565,0.0011249704612046,,,,,,,,0.7333333333333333,0.1333333333333333,0.1333333333333333,,,,,,,,True,False,False,,,,,,,
NC_022353,Campylobacter jejuni subsp. jejuni 00-2544 genome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,,1719532,False,0.305100457566361,"(117.1833107471466, 0.6973545551300049, 127.84821915626526)",1712404,250668.0,,,,,,,,,0.7536470831161131,0.246352916883887,,,,,,,,,0.6923076923076923,0.3076923076923077,,,,,,,,,0.9972049856120752,0.0027950143879249,,,,,,,,,0.5714285714285714,0.4285714285714285,,,,,,,,,True,False,,,,,,,,
NZ_CP022434,"Nocardiopsis dassonvillei strain HZNU_N_1 chromosome, complete genome.","Bacteria, Actinobacteria, Streptosporangiales, Nocardiopsaceae, Nocardiopsis","(6640892.0, 43.0)","(2003.0, 3132.0)",,,6641645,True,0.7261580527113388,"(402.5679085254669, 2.7377376556396484, 468.0172743797302)",63563,5809678.0,2135734.0,2717280.0,4065034.0,3591047.0,,,,,0.6821801080876507,0.2669493726213548,0.2227060368476047,0.1606269059336608,0.0877356050338113,0.064596723039195,,,,,0.1034482758620689,0.0689655172413793,0.3103448275862069,0.3103448275862069,0.0344827586206896,0.1724137931034483,,,,,0.9986476039564388,0.7318826006226851,0.3577732829566074,0.1715358902147756,0.1731685009251887,0.0213763760141368,,,,,0.9444444444444444,0.0,0.0,0.0,0.0,0.0555555555555555,,,,,True,False,False,False,False,False,,,,
NZ_HG939456,"Streptococcus agalactiae, strain COH1, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2065052.0, 185.0)","(1548.0, 1701.0)",,,2065074,False,0.3540086214828137,"(145.88598203659058, 0.683363676071167, 159.13358521461487)",2064374,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP009283,"Paenibacillus sp. FSL R7-0273, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(7288335.0, 86.0)",,,,7288921,False,0.5189978050249139,"(364.72457003593445, 2.9784231185913086, 445.53444051742554)",1724,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_014307,Ralstonia solanacearum CFBP2957 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(3417137.0, 377.0)",,,,3417386,False,0.6643914383683903,"(236.61615562438965, 1.3259060382843018, 266.22036361694336)",3415700,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_021713,Alteromonas macleodii str. 'Ionian Sea UM7',"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4627776.0, 5.0)",,,,4628378,False,0.448784865886062,"(281.99636459350586, 1.9402480125427246, 327.3491988182068)",3511,399795.0,1568339.0,,,,,,,,0.7680721955891902,0.3782463381232537,0.1025256750086805,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.9995482820992656,0.7465326261633731,0.0004517179007343,,,,,,,,0.4864864864864865,0.2972972972972973,0.2162162162162162,,,,,,,,True,False,False,,,,,,,
NC_016511,Propionibacterium acnes TypeIA2 P.acn31 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Propionibacterineae, Propionibacteriaceae, Propionibacterium","(1602.0, 1988.0)",,,,2498766,False,0.6003359258129813,"(100.53703689575195, 0.5437812805175781, 111.69706296920776)",2496374,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
