RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,N_penalty,O_penalty,D_penalty
NC_013162,Capnocytophaga ochracea DSM 7271,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Capnocytophaga","(991415.0, 991940.0)",,,,2612925,False,"(459974, 460474)",460224,"(158294, 158794)",158544.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[514320, 543960]"
NC_013205,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,"Bacteria, Firmicutes, Bacillales, Alicyclobacillaceae, Alicyclobacillus","(3018402.0, 111.0)","(1477.0, 1703.0)",,,3018755,False,"(1449, 1949)",1699,,,,,,,,,,,,,,,,,[0.0],0,[11800]
NC_012034,Anaerocellum thermophilum DSM 6725,"Bacteria, Firmicutes, Clostridia, Clostridiales, Anaerocellum group, Anaerocellum","(2919315.0, 44.0)",,,,2919718,False,"(3944, 4444)",4194,,,,,,,,,,,,,,,,,[0.0],0,[83880]
NC_014148,Planctomyces limnophilus DSM 3776 chromosome,"Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Planctomyces","(5423061.0, 613.0)",,,,5423075,False,"(5148399, 5148899)",5148649,"(3675573, 3676073)",3675823.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[39580, 230]"
NC_013943,Denitrovibrio acetiphilus DSM 12809 chromosome,"Bacteria, Deferribacteres, Deferribacterales, Deferribacteraceae, Denitrovibrio","(3055541.0, 3055847.0)",,,,3222077,True,"(3041773, 3042273)",3042023,"(318645, 319145)",318895.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[229520, 367060]"
NC_013166,Kangiella koreensis DSM 16069,"Bacteria, Proteobacteria, Gammaproteobacteria, Kangiella","(2851575.0, 362.0)",,,,2852073,False,"(2847235, 2847735)",2847485,,,,,,,,,,,,,,,,,[0.0],0,[114090]
NC_013192,Leptotrichia buccalis DSM 1135,"Bacteria, Fusobacteria, Fusobacteriales, Fusobacteriaceae, Leptotrichia","(2465526.0, 686.0)","(2043.0, 2731.0)",,,2465610,True,"(1106, 1606)",1356,"(281051, 281551)",281301.0,"(2173069, 2173569)",2173319.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[27910, 563940, 267840]"
NC_013173,Desulfomicrobium baculatum DSM 4028,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfomicrobiaceae, Desulfomicrobium","(3942384.0, 330.0)",,,,3942657,False,"(3547488, 3547988)",3547738,,,,,,,,,,,,,,,,,[0.0],0,[460900]
NC_013512,Sulfurospirillum deleyianum DSM 6946,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum","(1121.0, 1276.0)",,,,2306351,False,"(2302694, 2303194)",2302944,,,,,,,,,,,,,,,,,[0.0],0,[67750]
NC_013522,Thermanaerovibrio acidaminovorans DSM 6589,"Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Thermanaerovibrio","(1848210.0, 96.0)","(1441.0, 1688.0)",,,1848474,False,"(1790141, 1790641)",1790391,,,,,,,,,,,,,,,,,[0.0],0,[431580]
NC_013525,Thermobaculum terrenum ATCC BAA-798 chromosome 1,"Bacteria, Thermobaculum","(323157.0, 323588.0)",,,,2026947,False,"(1997236, 1997736)",1997486,,,,,,,,,,,,,,,,,[0.0],0,[585700]
NC_013124,Acidimicrobium ferrooxidans DSM 10331,"Bacteria, Actinobacteria, Acidimicrobidae, Acidimicrobiales, Acidimicrobineae, Acidimicrobiaceae, Acidimicrobium","(2158066.0, 86.0)","(1464.0, 1686.0)",,,2158157,False,"(14790, 15290)",15040,,,,,,,,,,,,,,,,,[0.0],0,[303570]
NZ_CP015208,"Candidatus Rhodoluna planktonica strain MWH-Dar1, complete genome.","Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Luna cluster, Luna-1 subcluster, Rhodoluna","(1410743.0, 1411111.0)","(1408920.0, 1409344.0)",,,1424506,False,"(41405, 41905)",41655,"(1195659, 1196159)",1195909.0,"(453118, 453618)",453368.0,"(934346, 934846)",934596.0,"(306653, 307153)",306903.0,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0]",0,"[527130, 578150, 79590, 559930, 357270]"
NC_015675,Mesorhizobium opportunistum WSM2075 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium","(6884263.0, 674.0)",,,,6884444,False,"(33298, 33798)",33548,,,,,,,,,,,,,,,,,[0.0],0,[383370]
NZ_CP011803,"Clostridium carboxidivorans P7, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4612526.0, 4612785.0)","(4610600.0, 4611172.0)",,,5732880,False,"(4610711, 4611211)",4610961,,,,,,,,,,,,,,,,,[0.0],200,[3830]
NZ_CP022413,"Blautia hansenii DSM 20583 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia","(3065212.0, 6.0)","(1372.0, 1650.0)",,,3065949,False,"(8917, 9417)",9167,,,,,,,,,,,,,,,,,[0.0],0,[183960]
NC_015578,Treponema primitia ZAS-2 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(4059828.0, 300.0)",,,,4059867,False,"(4055542, 4056042)",4055792,,,,,,,,,,,,,,,,,[0.0],0,[86700]
NC_015577,Treponema azotonutricium ZAS-9 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(3855618.0, 300.0)","(1717.0, 1957.0)",,,3855671,False,"(551132, 551632)",551382,"(3839648, 3840148)",3839898.0,,,,,,,,,,,,,,,"[0.0, 0.0]",300,"[349070, 130]"
NC_015714,Treponema paraluiscuniculi Cuniculi A chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(1399.0, 1641.0)",,,,1133390,False,"(2610, 3110)",2860,,,,,,,,,,,,,,,,,[0.0],0,[8920]
NC_016630,Filifactor alocis ATCC 35896 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Filifactor","(1930535.0, 87.0)","(1420.0, 1827.0)",,,1931012,False,"(1912278, 1912778)",1912528,,,,,,,,,,,,,,,,,[0.0],0,[369290]
NC_015437,Selenomonas sputigena ATCC 35185 chromosome,"Bacteria, Firmicutes, Negativicutes, Selenomonadales, Veillonellaceae, Selenomonas","(2567897.0, 70.0)",,,,2568361,False,"(5167, 5667)",5417,,,,,,,,,,,,,,,,,[0.0],0,[42030]
NC_012526,Deinococcus deserti VCD115,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1422.0, 1812.0)",,,,2819842,True,"(2557755, 2558255)",2558005,"(2813278, 2813778)",2813528.0,"(267457, 267957)",267707.0,"(1904090, 1904590)",1904340.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[127700, 23880, 48380, 275730]"
NC_012590,Corynebacterium aurimucosum ATCC 700975,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2789391.0, 2790189.0)","(1642.0, 2064.0)",,,2790189,False,"(2788998, 2789498)",2789248,"(1216257, 1216757)",1216507.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[165370, 10540]"
NC_014246,Mobiluncus curtisii ATCC 43063 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Actinomycineae, Actinomycetaceae, Mobiluncus/Falcivibrio group, Mobiluncus","(809788.0, 810161.0)",,,,2146480,False,"(2140825, 2141325)",2141075,,,,,,,,,,,,,,,,,[0.0],0,[37180]
NZ_CP022132,"Francisella halioticida strain DSM 23729 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(2196948.0, 2197430.0)",,,,2197430,False,"(2174314, 2174814)",2174564,,,,,,,,,,,,,,,,,[0.0],0,[340250]
NC_014541,Ferrimonas balearica DSM 9799 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Ferrimonadaceae, Ferrimonas","(4274280.0, 4274702.0)",,,,4279159,False,"(4276865, 4277365)",4277115,,,,,,,,,,,,,,,,,[0.0],0,[182250]
NC_014248,'Nostoc azollae' 0708 chromosome,"Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Anabaena","(2165145.0, 2165479.0)",,,,5354700,False,"(4823923, 4824423)",4824173,,,,,,,,,,,,,,,,,[0.0],0,[567740]
NC_014370,Prevotella melaninogenica ATCC 25845 chromosome chromosome 1,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella","(16071.0, 16971.0)",,,,1796408,False,"(5627, 6127)",5877,,,,,,,,,,,,,,,,,[0.0],0,[131690]
NZ_CP021359,"Acidovorax sp. NA2, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Acidovorax","(3507484.0, 3508156.0)",,,,3986972,False,"(10990, 11490)",11240,,,,,,,,,,,,,,,,,[0.0],0,[210120]
NC_014377,Thermosediminibacter oceani DSM 16646 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermosediminibacter","(1452.0, 1701.0)",,,,2280035,False,"(2256083, 2256583)",2256333,,,,,,,,,,,,,,,,,[0.0],0,[487700]
NZ_LN824141,Defluviitoga tunisiensis genome assembly DTL3,"Bacteria, Thermotogae, Petrotogales, Petrotogaceae, Defluviitoga","(2035843.0, 2036854.0)",,,,2053097,True,"(19806, 20306)",20056,"(587792, 588292)",588042.0,"(1040584, 1041084)",1040834.0,"(1806647, 1807147)",1806897.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[446060, 221750, 57490, 123130]"
NC_014098,Bacillus tusciae DSM 2912 chromosome,"Bacteria, Firmicutes, Bacillales, Alicyclobacillaceae","(3384668.0, 368.0)",,,,3384766,False,"(2784, 3284)",3034,,,,,,,,,,,,,,,,,[0.0],0,[100]
NC_014506,Sulfurimonas autotrophica DSM 16294 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Sulfurimonas","(2153162.0, 110.0)",,,,2153198,False,"(2152354, 2152854)",2152604,"(988582, 989082)",988832.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[509600, 13060]"
NC_015067,Bifidobacterium longum subsp. longum JCM 1217,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2384847.0, 2385164.0)","(1504.0, 2238.0)",,,2385164,False,"(611242, 611742)",611492,,,,,,,,,,,,,,,,,[0.0],0,[378310]
NC_011374,Ureaplasma urealyticum serovar 10 str. ATCC 33699,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Ureaplasma","(102547.0, 102771.0)",,,,874478,True,"(1264, 1764)",1514,"(450894, 451394)",451144.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[31720, 118090]"
NC_020995,Enterococcus casseliflavus EC20,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(3426866.0, 100.0)","(1439.0, 1597.0)",,,3427276,False,"(22494, 22994)",22744,,,,,,,,,,,,,,,,,[0.0],0,[452000]
NZ_AP012325,"Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043 DNA, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1477.0, 2036.0)",,,,2079525,False,"(1181, 1681)",1431,,,,,,,,,,,,,,,,,[0.0],0,[29240]
NC_012926,Streptococcus suis BM407,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2146026.0, 37.0)","(1373.0, 1525.0)",,,2146229,False,"(2145984, 256)",6,,,,,,,,,,,,,,,,,[0.0],0,[2760]
NC_013119,Brucella microti CCM 4915 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(2002854.0, 2003305.0)",,,,2117050,False,"(1999723, 2000223)",1999973,"(1605271, 1605771)",1605521.0,,,,,,,,,,,,,,,"[9.447108004062256e-05, 9.447108004062256e-05]",0,"[52620, 55210]"
NZ_CP011112,Luteipulveratus mongoliensis strain MN07-A0370 genome.,"Bacteria, Actinobacteria, Micrococcales, Dermacoccaceae, Luteipulveratus","(505015.0, 505854.0)",,,,5420910,False,"(484552, 485052)",484802,,,,,,,,,,,,,,,,,[0.0],0,[508480]
NZ_CP011542,"Corynebacterium mustelae strain DSM 45274, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(3390548.0, 3391554.0)","(1822.0, 2412.0)",,,3391554,False,"(5069, 5569)",5319,,,,,,,,,,,,,,,,,[0.0],0,[93010]
NC_013851,Allochromatium vinosum DSM 180 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Allochromatium","(3429460.0, 3429892.0)",,,,3526903,False,"(72495, 72995)",72745,"(3475428, 3475928)",3475678.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[586380, 419590]"
NC_017455,Halanaerobium praevalens DSM 2228 chromosome,"Bacteria, Firmicutes, Clostridia, Halanaerobiales, Halanaerobiaceae, Halanaerobium","(2309025.0, 308.0)","(1710.0, 2001.0)",,,2309262,False,"(1005, 1505)",1255,,,,,,,,,,,,,,,,,[0.0],0,[26380]
NC_014166,Arcobacter nitrofigilis DSM 7299 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter","(3192106.0, 70.0)",,,,3192235,False,"(143045, 143545)",143295,"(3028408, 3028908)",3028658.0,"(2667855, 2668355)",2668105.0,"(950878, 951378)",951128.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",200,"[64920, 507760, 3530, 1030]"
NC_014632,Ilyobacter polytropus DSM 2926 chromosome,"Bacteria, Fusobacteria, Fusobacteriales, Fusobacteriaceae, Ilyobacter","(2044762.0, 23.0)",,,,2046464,False,"(6991, 7491)",7241,,,,,,,,,,,,,,,,,[0.0],0,[176450]
NZ_CP016502,"Ruminiclostridium thermocellum DSM 2360, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium","(3576875.0, 3577579.0)",,,,3577579,False,"(8071, 8571)",8321,,,,,,,,,,,,,,,,,[0.0],0,[169670]
NC_014011,Aminobacterium colombiense DSM 12261 chromosome,"Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Aminobacterium","(1980344.0, 140.0)","(1470.0, 1696.0)",,,1980592,False,"(1979298, 1979798)",1979548,"(1774428, 1774928)",1774678.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[210160, 63060]"
NC_014393,Clostridium cellulovorans 743B chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(5261796.0, 98.0)","(1455.0, 1714.0)",,,5262222,False,"(10567, 11067)",10817,,,,,,,,,,,,,,,,,[0.0],0,[216590]
NC_014816,Asticcacaulis excentricus CB 48 chromosome chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis","(157194.0, 157525.0)",,,,2588221,True,"(164418, 164918)",164668,"(2563242, 2563742)",2563492.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[75660, 472130]"
NC_012796,Desulfovibrio magneticus RS-1,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(3487818.0, 3488322.0)","(3485667.0, 3486419.0)",,,5248049,True,"(17362, 17862)",17612,"(50687, 51187)",50937.0,"(2963517, 2964017)",2963767.0,"(5235072, 5235572)",5235322.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[513480, 153030, 506080, 93270]"
NC_014364,Spirochaeta smaragdinae DSM 11293 chromosome,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(4653752.0, 149.0)",,,,4653970,True,"(4653676, 205)",4653926,"(418594, 419094)",418844.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[1180, 316940]"
NC_015696,Francisella sp. TX077308 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(2035595.0, 146.0)",,,,2035931,False,"(64171, 64671)",64421,,,,,,,,,,,,,,,,,[0.0],200,[32880]
NZ_CP016796,"Francisella sp. TX077310 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(2237022.0, 143.0)",,,,2237379,False,"(2210014, 2210514)",2210264,,,,,,,,,,,,,,,,,[0.0],0,[465900]
NZ_CP016782,"Candidatus Planktophila sp. MMS-VB-114, complete genome.","Bacteria, Actinobacteria, Candidatus Nanopelagicales, Candidatus Planktophila","(1328596.0, 86.0)",,,,1328793,False,"(1299913, 1300413)",1300163,,,,,,,,,,,,,,,,,[0.0],0,[599580]
NZ_CP011253,"Pandoraea oxalativorans strain DSM 23570, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea","(5629494.0, 5630311.0)",,,,5630311,False,"(5613263, 5613763)",5613513,,,,,,,,,,,,,,,,,[0.0],0,[112810]
NC_014378,Acetohalobium arabaticum DSM 5501 chromosome,"Bacteria, Firmicutes, Clostridia, Halanaerobiales, Halobacteroidaceae, Acetohalobium","(2469373.0, 350.0)","(1701.0, 1965.0)",,,2469596,False,"(2554, 3054)",2804,,,,,,,,,,,,,,,,,[0.0],0,[53370]
NC_013532,Anaplasma centrale str. Israel,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma","(95115.0, 95499.0)",,,,1206806,False,"(55530, 56030)",55780,,,,,,,,,,,,,,,,,[0.0],0,[463600]
NC_014962,Isosphaera pallida ATCC 43644 chromosome,"Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Isosphaera","(3096175.0, 3097169.0)",,,,5472964,False,"(10834, 11334)",11084,"(2930675, 2931175)",2930925.0,"(4600038, 4600538)",4600288.0,"(949491, 949991)",949741.0,"(2435268, 2435768)",2435518.0,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0]",0,"[453390, 216640, 73020, 274390, 390240]"
NC_014972,Desulfobulbus propionicus DSM 2032 chromosome,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfobulbus","(3694272.0, 3695029.0)",,,,3851869,False,"(4505, 5005)",4755,,,,,,,,,,,,,,,,,[0.0],0,[145150]
NC_014216,Desulfurivibrio alkaliphilus AHT2 chromosome,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfurivibrio","(2444764.0, 2445138.0)",,,,3097763,False,"(2442318, 2442818)",2442568,,,,,,,,,,,,,,,,,[0.0],300,[62010]
NZ_CP008849,"Alteromonas australica strain H 17, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4301292.0, 4301954.0)",,,,4308833,False,"(6436, 6936)",6686,,,,,,,,,,,,,,,,,[0.0],0,[369580]
NC_013642,Thermotoga naphthophila RKU-10,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(807603.0, 808159.0)",,,,1809823,False,"(152724, 153224)",152974,"(432447, 432947)",432697.0,"(782583, 783083)",782833.0,"(1132702, 1133202)",1132952.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[576990, 222550, 481090, 185300]"
NC_013592,Dickeya dadantii Ech586,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Dickeya","(4747164.0, 4747542.0)",,,,4818394,False,"(4743754, 4744254)",4744004,,,,,,,,,,,,,,,,,[0.0],0,[70590]
NC_015514,Cellulomonas fimi ATCC 484 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Cellulomonadaceae, Cellulomonas","(1572.0, 2400.0)",,,,4266344,False,"(6156, 6656)",6406,,,,,,,,,,,,,,,,,[0.0],0,[110710]
NC_013740,Mycobacterium bovis BCG strain 3281,"Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Acidaminococcus","(1195.0, 1915.0)","(2540.0, 2750.0)","(4140.0, 4386.0)","(2329473.0, 33.0)",2329769,False,"(22742, 23242)",22992,,,,,,,,,,,,,,,,,[0.0],0,[460220]
NC_015671,Cellvibrio gilvus ATCC 13127 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Cellvibrio","(3492014.0, 3492302.0)",,,,3526441,False,"(3506226, 3506726)",3506476,,,,,,,,,,,,,,,,,[0.0],0,[356210]
NZ_CP010427,"Allofrancisella guangzhouensis strain 08HL01032 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Allofrancisella","(282042.0, 282520.0)",,,,1658482,False,"(267862, 268362)",268112,,,,,,,,,,,,,,,,,[0.0],0,[536980]
NC_012691,Tolumonas auensis DSM 9187,"Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Tolumonas","(3442853.0, 3443403.0)",,,,3471292,False,"(3449489, 3449989)",3449739,,,,,,,,,,,,,,,,,[0.0],0,[177230]
NC_012115,Nautilia profundicola AmH,"Bacteria, Proteobacteria, Epsilonproteobacteria, Nautiliales, Nautiliaceae, Nautilia","(1676387.0, 100.0)",,,,1676444,True,"(34397, 34897)",34647,"(1676104, 159)",1676354.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[582390, 112340]"
NC_014392,Caldicellulosiruptor obsidiansis OB47 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Caldicellulosiruptor","(2532011.0, 116.0)","(1482.0, 2330.0)",,,2532343,False,"(12381, 12881)",12631,,,,,,,,,,,,,,,,,[0.0],0,[252280]
NC_017161,Hydrogenobacter thermophilus TK-6 chromosome,"Bacteria, Aquificae, Aquificales, Aquificaceae, Hydrogenobacter","(1361.0, 2351.0)",,,,1742932,True,"(286138, 286638)",286388,"(1738178, 1738678)",1738428.0,"(853738, 854238)",853988.0,"(496593, 497093)",496843.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[340890, 360330, 92570, 340780]"
NC_014376,Clostridium saccharolyticum WM1 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4662490.0, 81.0)","(1459.0, 1716.0)",,,4662871,False,"(4102, 4602)",4352,,,,,,,,,,,,,,,,,[0.0],0,[87120]
NZ_CP008998,"Xanthomonas citri subsp. citri strain MN12, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(2748.0, 3798.0)",,,,5124831,False,"(269044, 269544)",269294,,,,,,,,,,,,,,,,,[0.0],200,[0]
NC_017449,Francisella cf. novicida 3523 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1944972.0, 144.0)",,,,1945310,False,"(1943116, 1943616)",1943366,,,,,,,,,,,,,,,,,[0.0],0,[35760]
NC_017910,Escherichia blattae DSM 4481 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4111285.0, 4111655.0)",,,,4158725,False,"(4129399, 4129899)",4129649,,,,,,,,,,,,,,,,,[0.0],200,[586130]
NC_014652,Caldicellulosiruptor hydrothermalis 108 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Caldicellulosiruptor","(2770339.0, 110.0)","(1476.0, 1692.0)",,,2770676,False,"(12291, 12791)",12541,,,,,,,,,,,,,,,,,[0.0],0,[285470]
NC_014721,Caldicellulosiruptor kristjanssonii 177R1B chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Caldicellulosiruptor","(2786091.0, 66.0)","(1432.0, 1650.0)",,,2786473,False,"(14195, 14695)",14445,,,,,,,,,,,,,,,,,[0.0],0,[288840]
NC_014720,Caldicellulosiruptor kronotskyensis 2002 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Caldicellulosiruptor","(2843420.0, 82.0)",,,,2843785,False,"(2843545, 261)",11,"(2360331, 2360831)",2360581.0,,,,,,,,,,,,,,,"[0.0, 0.0]",200,"[6860, 70]"
NC_014657,Caldicellulosiruptor owensensis OL chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Caldicellulosiruptor","(2428570.0, 116.0)","(1482.0, 1700.0)",,,2428903,False,"(1044, 1544)",1294,,,,,,,,,,,,,,,,,[0.0],0,[24940]
NZ_CP012502,"Bacillus beveridgei strain MLTeJB, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4392.0, 5073.0)","(2825.0, 3035.0)",,,3582268,False,"(2917, 3417)",3167,,,,,,,,,,,,,,,,,[0.0],0,[27050]
NC_014363,Olsenella uli DSM 7084 chromosome,"Bacteria, Actinobacteria, Coriobacteridae, Coriobacteriales, Coriobacterineae, Coriobacteriaceae, Olsenella","(2045415.0, 2045655.0)",,,,2051896,True,"(1085366, 1085866)",1085616,"(1812776, 1813276)",1813026.0,"(1430986, 1431486)",1431236.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[20590, 94820, 121470]"
