RefSeq,Organism,Sequence_length,Penalties,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,oriC_edges_9,oriC_middles_9
NZ_CP021330.1,"Maritalea myrionectae strain HL2708#5 chromosome, complete genome",3380026,"([0.0], 200, [123790])",False,"(2611973, 2612473)",2612223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023778.1,"Nocardia terpenica strain NC_YFY_NT001 chromosome, complete genome",8847159,"([0.0], 200, [31460])",False,"(8585071, 8585571)",8585321,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011891.1,"Anaeromyxobacter dehalogenans 2CP-1, complete sequence",5029329,"([0.0, 0.0, 0.0], 0, [528190, 274410, 378350])",True,"(4972788, 4973288)",4973038,"(5018116, 5018616)",5018366,"(1449859, 1450359)",1450109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010572.1,"Streptomyces griseus subsp. griseus NBRC 13350, complete sequence",8545929,"([0.0, 0.0, 0.0], 0, [72310, 85220, 29550])",False,"(8541650, 8542150)",8541900,"(4330277, 4330777)",4330527,"(776326, 776826)",776576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014141.1,"Thermus parvatiensis strain RL chromosome, complete genome",1872821,"([0.0, 0.0], 0, [241730, 42700])",False,"(1860005, 1860505)",1860255,"(1355426, 1355926)",1355676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010602.1,"Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' chromosome I, complete sequence",3599677,"([0.0], 0, [53410])",False,"(3594498, 3594998)",3594748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023865.1,"Actinoplanes teichomyceticus ATCC 31121 chromosome, complete genome",8287152,"([0.0], 0, [32300])",False,"(4712, 5212)",4962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010718.1,"Natranaerobius thermophilus JW/NM-WN-LF, complete sequence",3165557,"([0.0], 0, [103660])",False,"(3160174, 3160674)",3160424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038662.1,"Serratia nematodiphila strain DH-S01 chromosome, complete genome",5256558,"([0.0], 0, [304780])",False,"(5241484, 5241984)",5241734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010334.1,"Shewanella halifaxensis HAW-EB4, complete sequence",5226917,"([0.0], 0, [433700])",False,"(11006, 11506)",11256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020449.1,"Candidatus Cloacimonas acidaminovorans str. Evry, complete sequence",2246820,"([0.0, 0.0, 0.0, 0.0], 0, [64530, 49040, 543220, 124450])",False,"(2225694, 2226194)",2225944,"(986343, 986843)",986593,"(555580, 556080)",555830,"(1999859, 2000359)",2000109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016907.1,"Flavobacterium anhuiense strain GSE09 chromosome, complete genome",5109718,"([0.0], 0, [580970])",False,"(5101149, 5101649)",5101399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022583.1,"Mycobacterium noviomagense strain JCM 16367 chromosome, complete genome",4779798,"([0.0], 0, [189750])",False,"(162574, 163074)",162824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011894.1,"Methylobacterium nodulans ORS 2060, complete sequence",7772460,"([0.0, 0.0, 0.0, 0.0], 200, [6190, 512400, 416830, 72020])",True,"(6032278, 6032778)",6032528,"(6750409, 6750909)",6750659,"(4556116, 4556616)",4556366,"(5355924, 5356424)",5356174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016172.1,"Bordetella flabilis strain AU10664 chromosome, complete genome",5835727,"([0.0], 0, [105440])",False,"(5812, 6312)",6062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016171.1,"Bordetella bronchialis strain AU17976 chromosome, complete genome",5966919,"([0.0, 0.0, 0.0], 0, [215880, 49220, 275550])",False,"(3544, 4044)",3794,"(3837853, 3838353)",3838103,"(1036449, 1036949)",1036699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011971.1,"Steroidobacter denitrificans strain DSM 18526 chromosome, complete genome",3467246,"([0.0], 0, [115880])",False,"(14889, 15389)",15139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010694.1,"Erwinia tasmaniensis Et1/99, complete sequence",3883467,"([0.0, 0.0], 0, [266760, 54640])",False,"(3880720, 3881220)",3880970,"(3218422, 3218922)",3218672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013170.1,"Cryptobacterium curtum DSM 15641, complete sequence",1617804,"([0.0], 0, [53620])",False,"(1617119, 1617619)",1617369,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013739.1,"Conexibacter woesei DSM 14684, complete sequence",6359369,"([0.0, 0.0, 0.0], 300, [0, 311430, 6260])",False,"(221535, 222035)",221785,"(6330811, 6331311)",6331061,"(767322, 767822)",767572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP028106.1,"Fusobacterium gonidiaformans ATCC 25563 chromosome, complete genome",1678881,"([0.0], 0, [2430])",False,"(1678459, 77)",1678709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_023003.1,"Candidatus Babela massiliensis chromosome I, complete sequence",1118422,"([0.0], 300, [33650])",False,"(651255, 651755)",651505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036537.1,"Rhodopseudomonas boonkerdii strain NS23 chromosome, complete genome",5632343,"([0.0, 0.0], 0, [337190, 38050])",False,"(5630118, 5630618)",5630368,"(900976, 901476)",901226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015963.1,"Altererythrobacter ishigakiensis strain NBRC 107699 chromosome, complete genome",2673978,"([0.0], 400, [0])",False,"(619858, 620358)",620108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP010872.1,"Candidatus Ishikawaella capsulata Mpkobe chromosome, complete genome",745590,"([0.0, 0.0, 0.0], 0, [270540, 552100, 120140])",False,"(739332, 739832)",739582,"(278792, 279292)",279042,"(486754, 487254)",487004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP017422.1,"Filimonas lacunae strain NBRC 104114 chromosome, complete genome",7814405,"([0.0], 0, [142150])",False,"(6937, 7437)",7187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013235.1,"Nakamurella multipartita DSM 44233, complete sequence",6060298,"([0.0, 0.0], 0, [24000, 448800])",False,"(55633, 56133)",55883,"(4245831, 4246331)",4246081,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013595.1,"Streptosporangium roseum DSM 43021, complete sequence",10341314,"([0.0], 0, [34440])",False,"(10337503, 10338003)",10337753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013131.1,"Catenulispora acidiphila DSM 44928, complete sequence",10467782,"([0.0, 0.0, 0.0], 0, [443020, 95290, 377500])",False,"(9980999, 9981499)",9981249,"(8540, 9040)",8790,"(2969787, 2970287)",2970037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013523.1,"Sphaerobacter thermophilus DSM 20745 chromosome 1, complete sequence",2741033,"([0.0], 200, [6650])",False,"(107945, 108445)",108195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013729.1,"Kribbella flavida DSM 17836, complete sequence",7579488,"([0.0], 0, [569690])",False,"(261637, 262137)",261887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024087.1,"Micromonospora tulbaghiae strain CNY-010 chromosome, complete genome",7228472,"([0.0, 0.0], 0, [7450, 560410])",False,"(5657216, 5657716)",5657466,"(1733817, 1734317)",1734067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP023396.1,"Nocardia wallacei strain FMUON74 chromosome, complete genome",7832428,"([0.0, 0.0, 0.0], 0, [561610, 412790, 52760])",True,"(7601057, 7601557)",7601307,"(7623, 8123)",7873,"(4939003, 4939503)",4939253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010817.1,"Myroides profundi strain D25 chromosome, complete genome",4064534,"([0.0], 0, [199490])",False,"(6708, 7208)",6958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021524.1,"Acetobacter ascendens strain SRCM101447 chromosome, complete genome",2901846,"([0.0], 0, [64810])",False,"(1280808, 1281308)",1281058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010794.1,"Methylacidiphilum infernorum V4, complete sequence",2287145,"([0.0], 300, [170])",False,"(2286652, 6)",2286902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020809.1,"Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome",7595921,"([0.0], 0, [140500])",False,"(7587653, 7588153)",7587903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_007510.1,"Burkholderia lata chromosome 1, complete sequence",3694126,"([0.0], 0, [113970])",False,"(79080, 79580)",79330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010103.1,"Brucella canis ATCC 23365 chromosome I, complete sequence",2105969,"([0.0, 0.0], 0, [52600, 55490])",False,"(1988908, 1989408)",1989158,"(1595749, 1596249)",1595999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP063196.1,"Thermobifida halotolerans strain DSM 44931 chromosome, complete genome",5450744,"([0.0, 0.0], 0, [298940, 117630])",False,"(4487302, 4487802)",4487552,"(5004300, 5004800)",5004550,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010311.1,"Geoalkalibacter subterraneus strain Red1 chromosome, complete genome",3475523,"([0.0], 0, [315820])",False,"(3467933, 3468433)",3468183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011653.1,"Thermosipho africanus TCF52B, complete sequence",2016657,"([0.0, 0.0], 0, [431410, 238660])",True,"(574186, 574686)",574436,"(1014967, 1015467)",1015217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP077097.1,"Pseudomonas anuradhapurensis strain RD8MR3 chromosome, complete genome",5393636,"([0.0, 0.0], 0, [33560, 172530])",False,"(5359078, 5359578)",5359328,"(560205, 560705)",560455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP077094.1,"Pseudomonas promysalinigenes strain RW10S1 chromosome, complete genome",5046521,"([0.0], 300, [650])",False,"(10024, 10524)",10274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013223.1,"Desulfohalobium retbaense DSM 5692, complete sequence",2864304,"([0.0], 0, [273110])",False,"(2852748, 2853248)",2852998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013216.1,"Desulfofarcimen acetoxidans DSM 771, complete sequence",4545624,"([0.0], 0, [37360])",False,"(1621, 2121)",1871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013061.1,"Pedobacter heparinus DSM 2366, complete sequence",5167383,"([0.0], 0, [239810])",False,"(5141, 5641)",5391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013132.1,"Chitinophaga pinensis DSM 2588, complete sequence",9127347,"([0.0, 0.0], 0, [172900, 408260])",True,"(6519, 7019)",6769,"(897274, 897774)",897524,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP073241.1,"Acinetobacter soli strain M3-1-68 chromosome, complete genome",3319573,"([0.0], 0, [163970])",False,"(2605759, 2606259)",2606009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_016946.1,"Mycobacterium intracellulare ATCC 13950, complete sequence",5402402,"([0.0], 0, [442710])",False,"(2367613, 2368113)",2367863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP024684.1,"Stenotrophomonas pavanii strain Y chromosome, complete genome",4615174,"([0.0], 200, [568820])",False,"(4583212, 4583712)",4583462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP063993.1,"Xanthomonas translucens pv. undulosa strain XtLr8 chromosome, complete genome",4563212,"([0.0, 0.0], 200, [371780, 131420])",False,"(2479275, 2479775)",2479525,"(1311560, 1312060)",1311810,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014010.1,"Candidatus Puniceispirillum marinum IMCC1322, complete sequence",2753527,"([0.0], 0, [6960])",False,"(1808407, 1808907)",1808657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP063079.1,"Campylobacter peloridis strain 2016D-0074 chromosome, complete genome",1679360,"([0.0, 0.0, 0.0, 0.0, 0.0], 200, [505600, 270, 22110, 47290, 527640])",False,"(593163, 593663)",593413,"(1523475, 1523975)",1523725,"(801251, 801751)",801501,"(136198, 136698)",136448,"(318923, 319423)",319173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013401.1,"Burkholderia metallica strain FL-6-5-30-S1-D7 chromosome 1, complete sequence",3556612,"([0.0], 0, [138010])",False,"(79157, 79657)",79407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013398.1,"Burkholderia seminalis strain FL-5-4-10-S1-D7 chromosome 1, complete sequence",3505262,"([0.0], 0, [122590])",False,"(84380, 84880)",84630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP079110.1,"Nosocomiicoccus ampullae strain DSM 19163 chromosome, complete genome",1549333,"([0.0], 200, [10])",False,"(1549082, 250)",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP070273.1,"Marinomonas foliarum strain JZW chromosome, complete genome",3994789,"([0.0], 300, [17740])",False,"(1983106, 1983606)",1983356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015559.1,"Marinomonas posidonica IVIA-Po-181, complete sequence",3899940,"([0.0], 0, [85560])",False,"(3896124, 3896624)",3896374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009679.1,"Bacillus velezensis strain JS25R chromosome, complete genome",4006002,"([0.0], 0, [98020])",False,"(4605, 5105)",4855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042430.1,"Baekduia soli strain BR7-21 chromosome, complete genome",5212251,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [527400, 46760, 401660, 407880, 54950])",True,"(4500943, 4501443)",4501193,"(925714, 926214)",925964,"(5209758, 5210258)",5210008,"(2081295, 2081795)",2081545,"(3831277, 3831777)",3831527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP026671.1,"Leptospira borgpetersenii serovar Ceylonica strain Piyasena chromosome 1, complete sequence",3670231,"([0.0], 0, [68830])",False,"(5011, 5511)",5261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014964.1,"Thermoanaerobacter brockii subsp. finnii Ako-1, complete sequence",2344824,"([0.0], 0, [259210])",False,"(2331675, 2332175)",2331925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017096.1,"Caldisericum exile AZM16c01, complete sequence",1558103,"([0.0], 0, [107470])",False,"(5122, 5622)",5372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014014.1,"Mycoplasma crocodyli MP145, complete sequence",934379,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [590310, 340860, 201280, 548470, 386110])",True,"(381900, 382400)",382150,"(27082, 27582)",27332,"(141903, 142403)",142153,"(505959, 506459)",506209,"(661332, 661832)",661582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_017093.1,"Actinoplanes missouriensis 431, complete sequence",8773466,"([0.0, 0.0], 0, [10980, 520860])",False,"(28401, 28901)",28651,"(8025382, 8025882)",8025632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012643.1,"Rufibacter tibetensis strain 1351 chromosome, complete genome",5165513,"([0.0], 0, [119100])",False,"(5147710, 5148210)",5147960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012400.2,"Pseudomonas yamanorum strain LBUM636 chromosome, complete genome",6856835,"([0.0, 0.0], 0, [140120, 96130])",True,"(7108, 7608)",7358,"(6621013, 6621513)",6621263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014109.1,"Candidatus Riesia pediculicola USDA, complete sequence",574390,"([0.0, 0.0, 0.0], 0, [271710, 582400, 585850])",True,"(92854, 93354)",93104,"(151266, 151766)",151516,"(194144, 194644)",194394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_012778.1,"[Eubacterium] eligens ATCC 27750, complete sequence",2144190,"([0.0], 0, [182640])",False,"(8794, 9294)",9044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014387.1,"Butyrivibrio proteoclasticus B316 chromosome 1, complete sequence",3554804,"([0.0002531785156087368], 0, [2310])",False,"(3554350, 45)",3554600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011661.1,"Dictyoglomus turgidum DSM 6724, complete sequence",1855560,"([0.0], 0, [185430])",False,"(9021, 9521)",9271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011071.1,"Muricauda lutaonensis strain CC-HSB-11 chromosome, complete genome",3274259,"([0.0], 300, [133760])",False,"(1405649, 1406149)",1405899,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011027.1,"Chlorobaculum parvum NCIB 8327, complete sequence",2289249,"([0.0], 300, [83090])",False,"(2287217, 2287717)",2287467,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011026.1,"Chloroherpeton thalassium ATCC 35110, complete sequence",3293456,"([0.0, 0.0], 0, [72200, 89400])",False,"(986091, 986591)",986341,"(2376282, 2376782)",2376532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP012322.1,"Bifidobacterium angulatum DSM 20098 = JCM 7096 chromosome, complete genome",2021974,"([0.0], 0, [114820])",False,"(8802, 9302)",9052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013501.1,"Rhodothermus marinus DSM 4252, complete sequence",3261604,"([0.0], 0, [570])",False,"(3261312, 207)",3261562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047241.1,"Aquitalea denitrificans strain 5YN1-3 chromosome, complete genome",4502301,"([0.0, 0.0], 0, [479000, 230])",True,"(4365760, 4366260)",4366010,"(4502082, 282)",32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013515.1,"Streptobacillus moniliformis DSM 12112, complete sequence",1662578,"([0.0], 200, [400])",False,"(1661506, 1662006)",1661756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041664.1,"Mycoplasma anserisalpingitidis strain MYCAV177 chromosome, complete genome",908787,"([0.0, 0.0, 0.0, 0.0], 0, [268590, 514080, 215710, 568760])",True,"(437271, 437771)",437521,"(299101, 299601)",299351,"(829261, 829761)",829511,"(98594, 99094)",98844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017267.1,"Vagococcus teuberi strain DSM 21459 chromosome, complete genome",2169060,"([0.0], 0, [131130])",False,"(2162343, 2162843)",2162593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015921.1,"Borreliella bissettii DN127, complete sequence",900755,"([0.0], 0, [238500])",False,"(469331, 469831)",469581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_012785.1,"Kosmotoga olearia TBF 19.5.1, complete sequence",2302126,"([0.0, 0.0, 0.0], 200, [259860, 5750, 5040])",True,"(1879280, 1879780)",1879530,"(88283, 88783)",88533,"(2100616, 2101116)",2100866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013203.1,"Lancefieldella parvulum DSM 20469, complete sequence",1543805,"([0.0], 300, [50])",False,"(1415, 1915)",1665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014158.1,"Tsukamurella paurometabola DSM 20162, complete sequence",4379918,"([0.0, 0.0, 0.0], 0, [589980, 593760, 154040])",False,"(22617, 23117)",22867,"(410048, 410548)",410298,"(3516738, 3517238)",3516988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013162.1,"Capnocytophaga ochracea DSM 7271, complete sequence",2612925,"([0.0, 0.0], 0, [514320, 543960])",False,"(459974, 460474)",460224,"(158294, 158794)",158544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013205.1,"Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446, complete sequence",3018755,"([0.0], 0, [11800])",False,"(1449, 1949)",1699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_012034.1,"Caldicellulosiruptor bescii DSM 6725, complete sequence",2919718,"([0.0], 0, [83880])",False,"(3944, 4444)",4194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014148.1,"Planctopirus limnophila DSM 3776, complete sequence",5423075,"([0.0, 0.0], 0, [39580, 230])",False,"(5148399, 5148899)",5148649,"(3675573, 3676073)",3675823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP089309.1,"Thiocapsa bogorovii strain BBS chromosome, complete genome",5649927,"([0.0], 0, [191360])",False,"(5635669, 5636169)",5635919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042326.1,"Euhalothece natronophila Z-M001 chromosome, complete genome",3326959,"([0.0, 0.0, 0.0], 0, [375400, 74110, 557790])",True,"(845, 1345)",1095,"(2335331, 2335831)",2335581,"(580408, 580908)",580658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022347.1,"Campylobacter avium LMG 24591 chromosome, complete genome",1738633,"([0.0, 0.0], 0, [221240, 545040])",False,"(26404, 26904)",26654,"(1389873, 1390373)",1390123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013943.1,"Denitrovibrio acetiphilus DSM 12809, complete sequence",3222077,"([0.0, 0.0], 0, [229520, 367060])",True,"(3041773, 3042273)",3042023,"(318645, 319145)",318895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013166.1,"Kangiella koreensis DSM 16069, complete sequence",2852073,"([0.0], 0, [114090])",False,"(2847235, 2847735)",2847485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013192.1,"Leptotrichia buccalis C-1013-b, complete sequence",2465610,"([0.0, 0.0, 0.0], 0, [27910, 563940, 267840])",True,"(1106, 1606)",1356,"(281051, 281551)",281301,"(2173069, 2173569)",2173319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
