RefSeq,Organism,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_edges_1,oriC_edges_2,oriC_edges_3,oriC_edges_4,oriC_edges_5,oriC_edges_6,oriC_edges_7,oriC_edges_8,oriC_edges_9,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xy_oriC_9,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,xgc_oriC_8,xgc_oriC_9,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8,ygc_oriC_9
NZ_LT629799.1,Microlunatus sagamiharensis strain DSM 21743 chromosome I,4405285,9.080002769400845e-05,0,"[460, 14710, 230930, 739780]",True,"(7497, 7997)",7747,"(3687344, 3687844)",3687594,"(1563685, 1564185)",1563935,"(1155783, 1156283)",1156033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7747,3687594,1563935,1156033,nan,nan,nan,nan,nan,nan,3673592,7734,1564606,2927667,nan,nan,nan,nan,nan,nan,7757,2184954,1563871,3685139,2859630,3309264,nan,nan,nan,nan
NZ_LT629800.1,Pseudomonas brenneri strain DSM 15294 chromosome I,6032706,1.657630920518918e-05,0,[59940],False,"(4848316, 4848816)",4848566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4848566,nan,nan,nan,nan,nan,nan,nan,nan,nan,4849389,nan,nan,nan,nan,nan,nan,nan,nan,nan,4846392,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629803.1,Pseudomonas vancouverensis strain LMG 20222 chromosome I,6424905,3.1128864940415464e-05,0,"[849910, 4020]",False,"(5501476, 5501976)",5501726,"(155, 655)",405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5501726,405,nan,nan,nan,nan,nan,nan,nan,nan,5495252,435,nan,nan,nan,nan,nan,nan,nan,nan,5537747,234,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629804.1,Arcanobacterium phocae strain DSM 10002 chromosome I,1998342,5.004148439055977e-05,0,[79820],False,"(1993996, 1994496)",1994246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1994246,nan,nan,nan,nan,nan,nan,nan,nan,nan,530255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629791.1,Jiangella alkaliphila strain DSM 45079 chromosome I,7716600,3.887722572117254e-05,0,"[80220, 1531080, 284770]",False,"(7633323, 7633823)",7633573,"(431225, 431725)",431475,"(1102638, 1103138)",1102888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7633573,431475,1102888,nan,nan,nan,nan,nan,nan,nan,7639878,1103520,435098,nan,nan,nan,nan,nan,nan,nan,7563324,431087,1117758,nan,nan,nan,nan,nan,nan,nan
NZ_LT629785.1,Pseudomonas pohangensis strain DSM 17875 chromosome I,3769689,2.652738727253097e-05,0,[33650],False,"(3557113, 3557613)",3557363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3557363,nan,nan,nan,nan,nan,nan,nan,nan,nan,3558406,nan,nan,nan,nan,nan,nan,nan,nan,nan,3556723,19807,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629790.1,Pseudomonas mediterranea strain DSM 16733 chromosome I,6346235,1.575737425418378e-05,0,[266570],False,"(648169, 648669)",648419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,648419,nan,nan,nan,nan,nan,nan,nan,nan,nan,643415,nan,nan,nan,nan,nan,nan,nan,nan,nan,630087,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629797.1,Pseudomonas sihuiensis strain KCTC 32246 chromosome I,5476367,1.8260280949030626e-05,0,[1371740],False,"(4217979, 4218479)",4218229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4218229,nan,nan,nan,nan,nan,nan,nan,nan,nan,4215896,nan,nan,nan,nan,nan,nan,nan,nan,nan,4147309,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629802.1,Pseudomonas mucidolens strain LMG 2223 chromosome I,5853167,3.4169535911071736e-05,0,"[102680, 47660]",False,"(4974440, 4974940)",4974690,"(3653, 4153)",3903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4974690,3903,nan,nan,nan,nan,nan,nan,nan,nan,4965561,3884,nan,nan,nan,nan,nan,nan,nan,nan,4970695,1501,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629970.1,Pseudomonas xanthomarina strain LMG 23572 chromosome I,4332289,4.616497191207696e-05,0,"[87490, 300]",True,"(378390, 378890)",378640,"(4331821, 31)",4332071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,378640,4332071,nan,nan,nan,nan,nan,nan,nan,nan,4332063,378640,nan,nan,nan,nan,nan,nan,nan,nan,383014,4332048,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT629971.1,Mycolicibacterium rutilum strain DSM 45405 chromosome I,5987931,3.340051847624831e-05,0,"[93700, 402040]",False,"(5967342, 5967842)",5967592,"(5398147, 5398647)",5398397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5967592,5398397,nan,nan,nan,nan,nan,nan,nan,nan,5987740,1422163,866979,5395444,nan,nan,nan,nan,nan,nan,5967638,330213,2462057,5400129,nan,nan,nan,nan,nan,nan
NZ_LT629972.1,Pseudomonas fuscovaginae strain LMG 2158 chromosome I,6592354,1.5169088310488181e-05,0,[899360],False,"(403813, 404313)",404063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,404063,nan,nan,nan,nan,nan,nan,nan,nan,nan,404061,nan,nan,nan,nan,nan,nan,nan,nan,nan,359093,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT670846.1,Thermocrinis minervae strain DSM 19557 chromosome I,1367921,7.31036368328288e-05,0,[141010],False,"(1363829, 1364329)",1364079,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1364079,nan,nan,nan,nan,nan,nan,nan,nan,nan,660488,1366832,895665,1158888,nan,nan,nan,nan,nan,nan,238980,1359781,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT670847.1,Halomonas subglaciescola strain ACAM 12 chromosome I,3110197,3.215230417880282e-05,1,[1122930],False,"(2050069, 2050569)",2050319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2007173,nan,nan,nan,nan,nan,nan,nan,nan,nan,2063321,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT670848.1,Salegentibacter salegens strain ACAM 48 chromosome I,4010099,4.987408041547104e-05,0,"[860, 663670]",True,"(4009894, 296)",46,"(2588639, 2589139)",2588889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46,2588889,nan,nan,nan,nan,nan,nan,nan,nan,2618510,4,762865,1158923,nan,nan,nan,nan,nan,nan,2585326,47,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT796768.1,Aeromicrobium choanae strain 9H-4 chromosome I,3422026,5.844490953604678e-05,0,"[961200, 734490]",True,"(1527560, 1528060)",1527810,"(2049486, 2049986)",2049736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1527810,2049736,nan,nan,nan,nan,nan,nan,nan,nan,1570378,2019594,nan,nan,nan,nan,nan,nan,nan,nan,2409158,1522318,817567,178746,2056319,nan,nan,nan,nan,nan
NZ_LR025742.1,Burkholderia stabilis isolate E chromosome I,3705321,1.835198623816938e-05,0,[109740],False,"(2536376, 2536876)",2536626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2536626,nan,nan,nan,nan,nan,nan,nan,nan,nan,2531139,1264270,nan,nan,nan,nan,nan,nan,nan,nan,2536626,nan,nan,nan,nan,nan,nan,nan,nan,nan
